Index,Country,Code,Indicator,Year,Value
row_100,Israel,ISR,Emisiones de CO2 (kt),1990,33805.9
row_101,Italia,ITA,Emisiones de CO2 (kt),1990,405262
row_102,Jamaica,JAM,Emisiones de CO2 (kt),1990,7466.8
row_103,Jordania,JOR,Emisiones de CO2 (kt),1990,9934
row_104,Japon,JPN,Emisiones de CO2 (kt),1990,1090508.1
row_105,Kazajstan,KAZ,Emisiones de CO2 (kt),1990,237250.9
row_106,Kenya,KEN,Emisiones de CO2 (kt),1990,6269
row_107,Kirguistan,KGZ,Emisiones de CO2 (kt),1990,22762.3
row_108,Camboya,KHM,Emisiones de CO2 (kt),1990,1260.416
row_109,Kiribati,KIR,Emisiones de CO2 (kt),1990,24
row_110,Saint Kitts y Nevis,KNA,Emisiones de CO2 (kt),1990,113.7
row_111,Corea,KOR,Emisiones de CO2 (kt),1990,247675.8
row_112,Kuwait,KWT,Emisiones de CO2 (kt),1990,29128.4
row_113,America Latina y el Caribe (excluido altos ingresos),LAC,Emisiones de CO2 (kt),1990,734026.0081
row_114,Republica Democratica Popular Lao,LAO,Emisiones de CO2 (kt),1990,512.96
row_115,Libano,LBN,Emisiones de CO2 (kt),1990,5622.1
row_116,Liberia,LBR,Emisiones de CO2 (kt),1990,453.82
row_117,Libia,LBY,Emisiones de CO2 (kt),1990,28603.5
row_118,Santa Lucia,LCA,Emisiones de CO2 (kt),1990,192.8
row_122,Liechtenstein,LIE,Emisiones de CO2 (kt),1990,198.970856
row_123,Sri Lanka,LKA,Emisiones de CO2 (kt),1990,3839.2
row_126,Lesotho,LSO,Emisiones de CO2 (kt),1990,1395.5
row_127,avanzada del dividendo demográfico,LTE,Emisiones de CO2 (kt),1990,6243759.68
row_128,Lituania,LTU,Emisiones de CO2 (kt),1990,32217.9
row_129,Luxemburgo,LUX,Emisiones de CO2 (kt),1990,11285
row_130,Letonia,LVA,Emisiones de CO2 (kt),1990,18777.4
row_131,Marruecos,MAR,Emisiones de CO2 (kt),1990,21497.8
row_132,Republica de Moldova,MDA,Emisiones de CO2 (kt),1990,30532.1
row_133,Madagascar,MDG,Emisiones de CO2 (kt),1990,891.13
row_134,Maldivas,MDV,Emisiones de CO2 (kt),1990,156.7
row_135,Oriente Medio y Norte de África,MEA,Emisiones de CO2 (kt),1990,860056.96
row_136,Mexico,MEX,Emisiones de CO2 (kt),1990,269575.4
row_137,Islas Marshall,MHL,Emisiones de CO2 (kt),1990,0
row_139,Macedonia del Norte,MKD,Emisiones de CO2 (kt),1990,8591.3
row_140,Mali,MLI,Emisiones de CO2 (kt),1990,436.011
row_141,Malta,MLT,Emisiones de CO2 (kt),1990,2314.6
row_142,Myanmar,MMR,Emisiones de CO2 (kt),1990,4083
row_143,Montenegro,MNE,Emisiones de CO2 (kt),1990,1915.340257
row_144,Mongolia,MNG,Emisiones de CO2 (kt),1990,12968.1
row_145,Mozambique,MOZ,Emisiones de CO2 (kt),1990,1117.23
row_146,Mauritania,MRT,Emisiones de CO2 (kt),1990,841.8
row_147,Mauricio,MUS,Emisiones de CO2 (kt),1990,1164.1
row_148,Malawi,MWI,Emisiones de CO2 (kt),1990,722.47
row_149,Malasia,MYS,Emisiones de CO2 (kt),1990,54615
row_151,Namibia,NAM,Emisiones de CO2 (kt),1990,
row_152,Nigeria,NER,Emisiones de CO2 (kt),1990,565.434
row_153,Republica General de Nigeria,NGA,Emisiones de CO2 (kt),1990,72768.8
row_154,Nicaragua,NIC,Emisiones de CO2 (kt),1990,1933.9
row_155,Paises Bajos,NLD,Emisiones de CO2 (kt),1990,151520.7
row_156,Noruega,NOR,Emisiones de CO2 (kt),1990,29305.4
row_157,Nepal,NPL,Emisiones de CO2 (kt),1990,938.8
row_158,Nauru,NRU,Emisiones de CO2 (kt),1990,126.3
row_159,Nueva Zelandia,NZL,Emisiones de CO2 (kt),1990,22310.7
row_160,Miembros OCDE,OED,Emisiones de CO2 (kt),1990,11344058.36
row_161,Oman,OMN,Emisiones de CO2 (kt),1990,11919.3
row_162,Otros Estados pequeos,OSS,Emisiones de CO2 (kt),1990,83923.17026
row_163,Pakistan,PAK,Emisiones de CO2 (kt),1990,59026
row_164,Panama,PAN,Emisiones de CO2 (kt),1990,2692.9
row_165,Peru,PER,Emisiones de CO2 (kt),1990,20875.3
row_166,Filipinas,PHL,Emisiones de CO2 (kt),1990,40868.9
row_167,Palau,PLW,Emisiones de CO2 (kt),1990,0
row_168,Papua Nueva Guinea,PNG,Emisiones de CO2 (kt),1990,2168.6
row_169,Polonia,POL,Emisiones de CO2 (kt),1990,350214.6
row_170,previa al dividendo demográfico,PRE,Emisiones de CO2 (kt),1990,187593.3552
row_171,Corea del Norte,PRK,Emisiones de CO2 (kt),1990,119307.5
row_172,Portugal,PRT,Emisiones de CO2 (kt),1990,41068.6
row_173,Paraguay,PRY,Emisiones de CO2 (kt),1990,2072.2
row_174,Estados pequeos de las Islas del Pacfico,PSS,Emisiones de CO2 (kt),1990,1262.58
row_175,posterior al dividendo demográfico,PST,Emisiones de CO2 (kt),1990,11301942.62
row_176,Qatar,QAT,Emisiones de CO2 (kt),1990,12543.4
row_177,Rumania,ROU,Emisiones de CO2 (kt),1990,172633.6
row_178,Rusia,RUS,Emisiones de CO2 (kt),1990,2163533.1
row_179,Rwanda,RWA,Emisiones de CO2 (kt),1990,536.36
row_180,Asia meridional,SAS,Emisiones de CO2 (kt),1990,641292.09
row_181,Arabia Saudita,SAU,Emisiones de CO2 (kt),1990,171403.3
row_182,Sudan,SDN,Emisiones de CO2 (kt),1990,5365.69
row_183,Senegal,SEN,Emisiones de CO2 (kt),1990,2326.3
row_184,Singapur,SGP,Emisiones de CO2 (kt),1990,28970
row_185,Islas Salomon,SLB,Emisiones de CO2 (kt),1990,152.9
row_186,Sierra Leona,SLE,Emisiones de CO2 (kt),1990,318
row_187,El Salvador,SLV,Emisiones de CO2 (kt),1990,2383.3
row_188,Somalia,SOM,Emisiones de CO2 (kt),1990,735.12
row_189,Serbia,SRB,Emisiones de CO2 (kt),1990,61906.5
row_190,Africa al sur del Sahara (excluido altos ingresos),SSA,Emisiones de CO2 (kt),1990,401651.8652
row_191,Sudan del Sur,SSD,Emisiones de CO2 (kt),1990,433.885181
row_192,Africa al sur del Sahara,SSF,Emisiones de CO2 (kt),1990,401805.0652
row_193,Santo Tome y Pr��ncipe,STP,Emisiones de CO2 (kt),1990,46.5
row_194,Suriname,SUR,Emisiones de CO2 (kt),1990,1759.988097
row_195,Republica Eslovaca,SVK,Emisiones de CO2 (kt),1990,54811.8
row_196,Eslovenia,SVN,Emisiones de CO2 (kt),1990,13528.8
row_197,Suecia,SWE,Emisiones de CO2 (kt),1990,53346.2
row_198,Eswatini,SWZ,Emisiones de CO2 (kt),1990,1101.2
row_199,Seychelles,SYC,Emisiones de CO2 (kt),1990,153.2
row_200,Siria,SYR,Emisiones de CO2 (kt),1990,32388.1
row_201,Chad,TCD,Emisiones de CO2 (kt),1990,388.9
row_202,Asia oriental y el Pacifico (BIRF y la AIF),TEA,Emisiones de CO2 (kt),1990,2546780.356
row_203,Europa y Asia central (BIRF y la AIF),TEC,Emisiones de CO2 (kt),1990,4381209.14
row_204,Togo,TGO,Emisiones de CO2 (kt),1990,977.6
row_205,Tailandia,THA,Emisiones de CO2 (kt),1990,88005.8
row_206,Tayikistan,TJK,Emisiones de CO2 (kt),1990,11018.2
row_207,Turkmenistan,TKM,Emisiones de CO2 (kt),1990,44646.3
row_209,Timor-Leste,TLS,Emisiones de CO2 (kt),1990,0
row_210,Oriente Medio y Norte de África (BIRF y la AIF),TMN,Emisiones de CO2 (kt),1990,532994.2
row_211,Tonga,TON,Emisiones de CO2 (kt),1990,84.1
row_212,Asia meridional (BIRF y la AIF),TSA,Emisiones de CO2 (kt),1990,641292.09
row_213,Africa al sur del Sahara (BIRF y la AIF),TSS,Emisiones de CO2 (kt),1990,401805.0652
row_214,Trinidad y Tobago,TTO,Emisiones de CO2 (kt),1990,13152.4
row_215,Tunez,TUN,Emisiones de CO2 (kt),1990,14671.9
row_216,Turquia,TUR,Emisiones de CO2 (kt),1990,139197.9
row_217,Tuvalu,TUV,Emisiones de CO2 (kt),1990,6.4
row_218,Tanzania,TZA,Emisiones de CO2 (kt),1990,1892.2
row_219,Uganda,UGA,Emisiones de CO2 (kt),1990,785.735
row_220,Ucrania,UKR,Emisiones de CO2 (kt),1990,688618.9
row_221,Ingreso mediano alto,UMC,Emisiones de CO2 (kt),1990,6529915.428
row_222,Uruguay,URY,Emisiones de CO2 (kt),1990,3848.7
row_223,Estados Unidos,USA,Emisiones de CO2 (kt),1990,4844517.4
row_224,Uzbekistan,UZB,Emisiones de CO2 (kt),1990,117767.7
row_225,San Vicente y las Granadinas,VCT,Emisiones de CO2 (kt),1990,82.6
row_226,Venezuela,VEN,Emisiones de CO2 (kt),1990,101630
row_227,Viet Nam,VNM,Emisiones de CO2 (kt),1990,19327.9
row_228,Vanuatu,VUT,Emisiones de CO2 (kt),1990,66.9
row_229,Mundo,WLD,Emisiones de CO2 (kt),1990,21284042.79
row_230,Samoa,WSM,Emisiones de CO2 (kt),1990,89
row_231,Yemen,YEM,Emisiones de CO2 (kt),1990,6642.3
row_232,Sudafrica,ZAF,Emisiones de CO2 (kt),1990,247614.7
row_233,Zambia,ZMB,Emisiones de CO2 (kt),1990,2740.8
row_234,Zimbabwe,ZWE,Emisiones de CO2 (kt),1990,16535.5
row_235,Afganistan,AFG,Emisiones de CO2 (kt),1991,1941.37
row_236,Angola,AGO,Emisiones de CO2 (kt),1991,6674.5
row_237,Albania,ALB,Emisiones de CO2 (kt),1991,4119.6
row_238,Andorra,AND,Emisiones de CO2 (kt),1991,406.704
row_240,Emiratos Arabes Unidos,ARE,Emisiones de CO2 (kt),1991,61564.1
row_241,Argentina,ARG,Emisiones de CO2 (kt),1991,105906.6
row_242,Armenia,ARM,Emisiones de CO2 (kt),1991,20689.6
row_243,Antigua y Barbuda,ATG,Emisiones de CO2 (kt),1991,221.4
row_244,Australia,AUS,Emisiones de CO2 (kt),1991,264709.7
row_245,Austria,AUT,Emisiones de CO2 (kt),1991,62423.2
row_246,Azerbaiyan,AZE,Emisiones de CO2 (kt),1991,52059.4
row_247,Burundi,BDI,Emisiones de CO2 (kt),1991,229.6
row_248,Belgica,BEL,Emisiones de CO2 (kt),1991,113960.1
row_249,Benin,BEN,Emisiones de CO2 (kt),1991,273.51
row_250,Burkina Faso,BFA,Emisiones de CO2 (kt),1991,599.6
row_251,Bangladesh,BGD,Emisiones de CO2 (kt),1991,10830.76
row_252,Bulgaria,BGR,Emisiones de CO2 (kt),1991,58826.5
row_253,Bahrein,BHR,Emisiones de CO2 (kt),1991,10346.53
row_254,Bahamas,BHS,Emisiones de CO2 (kt),1991,2085.3
row_255,Bosnia y Herzegovina,BIH,Emisiones de CO2 (kt),1991,21441
row_256,Bielorusia,BLR,Emisiones de CO2 (kt),1991,96217.8
row_257,Belice,BLZ,Emisiones de CO2 (kt),1991,441.6
row_258,Bermudas,BMU,Emisiones de CO2 (kt),1991,0
row_259,Bolivia,BOL,Emisiones de CO2 (kt),1991,10867.9
row_260,Brasil,BRA,Emisiones de CO2 (kt),1991,205475.4
row_261,Barbados,BRB,Emisiones de CO2 (kt),1991,1000.03
row_262,Brunei Darussalam,BRN,Emisiones de CO2 (kt),1991,3384.5
row_263,Bhutan,BTN,Emisiones de CO2 (kt),1991,182.8
row_264,Botswana,BWA,Emisiones de CO2 (kt),1991,2734.7
row_265,Republica Centroafricana,CAF,Emisiones de CO2 (kt),1991,142
row_266,Canada,CAN,Emisiones de CO2 (kt),1991,413298.6
row_267,Europa Central y del Baltico,CEB,Emisiones de CO2 (kt),1991,916298.1
row_268,Suiza,CHE,Emisiones de CO2 (kt),1991,45666.8
row_270,Chile,CHL,Emisiones de CO2 (kt),1991,29243.4
row_271,China,CHN,Emisiones de CO2 (kt),1991,2302185.2
row_272,Cote d'Ivoire,CIV,Emisiones de CO2 (kt),1991,2791.5
row_273,Camerun,CMR,Emisiones de CO2 (kt),1991,6966.2
row_274,Republica Democratica del Congo,COD,Emisiones de CO2 (kt),1991,1737.9
row_275,"Congo, Republica",COG,Emisiones de CO2 (kt),1991,3193.42
row_276,Colombia,COL,Emisiones de CO2 (kt),1991,51098.7
row_277,Comoras,COM,Emisiones de CO2 (kt),1991,68.7
row_278,Cabo Verde,CPV,Emisiones de CO2 (kt),1991,169.8
row_279,Costa Rica,CRI,Emisiones de CO2 (kt),1991,3061.6
row_281,Cuba,CUB,Emisiones de CO2 (kt),1991,27418
row_282,Chipre,CYP,Emisiones de CO2 (kt),1991,5109
row_283,Republica Checa,CZE,Emisiones de CO2 (kt),1991,139757.1
row_284,Alemania,DEU,Emisiones de CO2 (kt),1991,932548.1
row_285,Djibouti,DJI,Emisiones de CO2 (kt),1991,288.2
row_286,Dominica,DMA,Emisiones de CO2 (kt),1991,62.7
row_287,Dinamarca,DNK,Emisiones de CO2 (kt),1991,62700.3
row_288,Republica Dominicana,DOM,Emisiones de CO2 (kt),1991,8229.6
row_289,Argelia,DZA,Emisiones de CO2 (kt),1991,66428.5
row_290,Asia oriental y el Pacifico (excluido altos ingresos),EAP,Emisiones de CO2 (kt),1991,2823141.84
row_291,inicial del dividendo demografico,EAR,Emisiones de CO2 (kt),1991,2739316.112
row_292,Asia oriental y el Pacifico,EAS,Emisiones de CO2 (kt),1991,4523221.24
row_293,Europa y Asia central (excluido altos ingresos),ECA,Emisiones de CO2 (kt),1991,3730906.741
row_294,Europa y Asia central,ECS,Emisiones de CO2 (kt),1991,7846626.454
row_295,Ecuador,ECU,Emisiones de CO2 (kt),1991,15740.3
row_296,Egipto,EGY,Emisiones de CO2 (kt),1991,89369.5
row_297,Eritrea,ERI,Emisiones de CO2 (kt),1991,0
row_298,Espana,ESP,Emisiones de CO2 (kt),1991,222099.7
row_299,Estonia,EST,Emisiones de CO2 (kt),1991,31869.2
row_300,Etiopia,ETH,Emisiones de CO2 (kt),1991,2333.1
row_301,Union Europea,EUU,Emisiones de CO2 (kt),1991,3530556.1
row_302,Finlandia,FIN,Emisiones de CO2 (kt),1991,55132.7
row_303,Fiji,FJI,Emisiones de CO2 (kt),1991,721.15
row_304,Francia,FRA,Emisiones de CO2 (kt),1991,380691.3
row_305,Micronesia,FSM,Emisiones de CO2 (kt),1991,0
row_306,Gabon,GAB,Emisiones de CO2 (kt),1991,4556.56
row_307,Reino Unido,GBR,Emisiones de CO2 (kt),1991,570681.6
row_308,Georgia,GEO,Emisiones de CO2 (kt),1991,25505.9
row_309,Ghana,GHA,Emisiones de CO2 (kt),1991,2257.2
row_310,Gibraltar,GIB,Emisiones de CO2 (kt),1991,
row_311,Guinea,GIN,Emisiones de CO2 (kt),1991,1024.9
row_312,Gambia,GMB,Emisiones de CO2 (kt),1991,198.1
row_313,Guinea-Bissau,GNB,Emisiones de CO2 (kt),1991,173.1
row_314,Guinea Ecuatorial,GNQ,Emisiones de CO2 (kt),1991,72.6
row_315,Grecia,GRC,Emisiones de CO2 (kt),1991,75818
row_316,Granada,GRD,Emisiones de CO2 (kt),1991,121.8
row_317,Guatemala,GTM,Emisiones de CO2 (kt),1991,4034.7
row_318,Guyana,GUY,Emisiones de CO2 (kt),1991,1144.2
row_319,Ingreso alto,HIC,Emisiones de CO2 (kt),1991,11426219.56
row_320,Honduras,HND,Emisiones de CO2 (kt),1991,2454.6
row_321,Paises pobres muy endeudados (PPME),HPC,Emisiones de CO2 (kt),1991,61800.5628
row_322,Croacia,HRV,Emisiones de CO2 (kt),1991,14744.9
row_323,Haiti,HTI,Emisiones de CO2 (kt),1991,1001.6
row_324,Hungria,HUN,Emisiones de CO2 (kt),1991,64552.2
row_325,Solo BIRF,IBD,Emisiones de CO2 (kt),1991,9042337.603
row_328,Indonesia,IDN,Emisiones de CO2 (kt),1991,162314.5
row_329,India,IND,Emisiones de CO2 (kt),1991,607224
row_330,Irlanda,IRL,Emisiones de CO2 (kt),1991,31466.7
row_331,Iran,IRN,Emisiones de CO2 (kt),1991,219101.2
row_332,Iraq,IRQ,Emisiones de CO2 (kt),1991,45545.1
row_333,Islandia,ISL,Emisiones de CO2 (kt),1991,1913.98
row_334,Israel,ISR,Emisiones de CO2 (kt),1991,34523.6
row_335,Italia,ITA,Emisiones de CO2 (kt),1991,404074.1
row_336,Jamaica,JAM,Emisiones de CO2 (kt),1991,7405.3
row_337,Jordania,JOR,Emisiones de CO2 (kt),1991,9781.2
row_338,Japon,JPN,Emisiones de CO2 (kt),1991,1103961.3
row_339,Kazajstan,KAZ,Emisiones de CO2 (kt),1991,246366
row_340,Kenya,KEN,Emisiones de CO2 (kt),1991,6017.7
row_341,Kirguistan,KGZ,Emisiones de CO2 (kt),1991,20422.9
row_342,Camboya,KHM,Emisiones de CO2 (kt),1991,1304.384
row_343,Kiribati,KIR,Emisiones de CO2 (kt),1991,24.7
row_344,Saint Kitts y Nevis,KNA,Emisiones de CO2 (kt),1991,115.3
row_345,Corea del Sur,KOR,Emisiones de CO2 (kt),1991,274792.7
row_346,Kuwait,KWT,Emisiones de CO2 (kt),1991,7823.39
row_347,America Latina y el Caribe (excluido altos ingresos),LAC,Emisiones de CO2 (kt),1991,760924.1421
row_348,Republica Democratica Popular Lao,LAO,Emisiones de CO2 (kt),1991,545.936
row_349,Libano,LBN,Emisiones de CO2 (kt),1991,7039.89
row_350,Liberia,LBR,Emisiones de CO2 (kt),1991,374.5198
row_351,Libia,LBY,Emisiones de CO2 (kt),1991,28821.6
row_352,Santa Lucia,LCA,Emisiones de CO2 (kt),1991,200.8
row_356,Liechtenstein,LIE,Emisiones de CO2 (kt),1991,206.329151
row_357,Sri Lanka,LKA,Emisiones de CO2 (kt),1991,3985.4
row_360,Lesotho,LSO,Emisiones de CO2 (kt),1991,1447.7
row_361,avanzada del dividendo demográfico,LTE,Emisiones de CO2 (kt),1991,6305399.721
row_362,Lituania,LTU,Emisiones de CO2 (kt),1991,34291
row_363,Luxemburgo,LUX,Emisiones de CO2 (kt),1991,11753.4
row_364,Letonia,LVA,Emisiones de CO2 (kt),1991,17201.5
row_365,Marruecos,MAR,Emisiones de CO2 (kt),1991,23119
row_366,Republica de Moldova,MDA,Emisiones de CO2 (kt),1991,24599.5
row_367,Madagascar,MDG,Emisiones de CO2 (kt),1991,952.69
row_368,Maldivas,MDV,Emisiones de CO2 (kt),1991,159.6
row_369,Oriente Medio y Norte de África,MEA,Emisiones de CO2 (kt),1991,884064.01
row_370,Mexico,MEX,Emisiones de CO2 (kt),1991,287995.8
row_371,Islas Marshall,MHL,Emisiones de CO2 (kt),1991,0
row_372, Ingreso mediano,MIC,Emisiones de CO2 (kt),1991,8782811.613
row_373,Macedonia del Norte,MKD,Emisiones de CO2 (kt),1991,8383.7
row_374,Mali,MLI,Emisiones de CO2 (kt),1991,441.298
row_375,Malta,MLT,Emisiones de CO2 (kt),1991,2210.6
row_376,Myanmar,MMR,Emisiones de CO2 (kt),1991,4015.2
row_377,Montenegro,MNE,Emisiones de CO2 (kt),1991,1355.040692
row_378,Mongolia,MNG,Emisiones de CO2 (kt),1991,14758.07
row_379,Mozambique,MOZ,Emisiones de CO2 (kt),1991,936.09
row_380,Mauritania,MRT,Emisiones de CO2 (kt),1991,863
row_381,Mauricio,MUS,Emisiones de CO2 (kt),1991,1251.6
row_382,Malawi,MWI,Emisiones de CO2 (kt),1991,792.02
row_383,Malasia,MYS,Emisiones de CO2 (kt),1991,65096.2
row_384,América del Norte,NAC,Emisiones de CO2 (kt),1991,5220795.1
row_385,Namibia,NAM,Emisiones de CO2 (kt),1991,1117.9
row_386,Nigeria,NER,Emisiones de CO2 (kt),1991,536.726
row_387,Nigeria,NGA,Emisiones de CO2 (kt),1991,81926.1
row_388,Nicaragua,NIC,Emisiones de CO2 (kt),1991,1919.1
row_389,Paises Bajos,NLD,Emisiones de CO2 (kt),1991,157266.8
row_390,Noruega,NOR,Emisiones de CO2 (kt),1991,27325.3
row_391,Nepal,NPL,Emisiones de CO2 (kt),1991,1182.25
row_392,Nauru,NRU,Emisiones de CO2 (kt),1991,126.6
row_393,Nueva Zelandia,NZL,Emisiones de CO2 (kt),1991,22629.7
row_394,Miembros OCDE,OED,Emisiones de CO2 (kt),1991,11389105.28
row_395,Oman,OMN,Emisiones de CO2 (kt),1991,15720.9
row_396,Otros Estados pequeos,OSS,Emisiones de CO2 (kt),1991,84903.21069
row_397,Pakistan,PAK,Emisiones de CO2 (kt),1991,60305.8
